week_t-7,is_weekend_t-7,is_holiday_t-7,season_t-7,audio_amp_mean_hr_4_t-7,audio_amp_std_hr_4_t-7,audio_convo_duration_hr_4_t-7,audio_convo_num_hr_4_t-7,audio_voice_hr_4_t-7,week_t-6,is_weekend_t-6,is_holiday_t-6,season_t-6,audio_amp_mean_hr_4_t-6,audio_amp_std_hr_4_t-6,audio_convo_duration_hr_4_t-6,audio_convo_num_hr_4_t-6,audio_voice_hr_4_t-6,week_t-5,is_weekend_t-5,is_holiday_t-5,season_t-5,audio_amp_mean_hr_4_t-5,audio_amp_std_hr_4_t-5,audio_convo_duration_hr_4_t-5,audio_convo_num_hr_4_t-5,audio_voice_hr_4_t-5,week_t-4,is_weekend_t-4,is_holiday_t-4,season_t-4,audio_amp_mean_hr_4_t-4,audio_amp_std_hr_4_t-4,audio_convo_duration_hr_4_t-4,audio_convo_num_hr_4_t-4,audio_voice_hr_4_t-4,week_t-3,is_weekend_t-3,is_holiday_t-3,season_t-3,audio_amp_mean_hr_4_t-3,audio_amp_std_hr_4_t-3,audio_convo_duration_hr_4_t-3,audio_convo_num_hr_4_t-3,audio_voice_hr_4_t-3,week_t-2,is_weekend_t-2,is_holiday_t-2,season_t-2,audio_amp_mean_hr_4_t-2,audio_amp_std_hr_4_t-2,audio_convo_duration_hr_4_t-2,audio_convo_num_hr_4_t-2,audio_voice_hr_4_t-2,week_t-1,is_weekend_t-1,is_holiday_t-1,season_t-1,audio_amp_mean_hr_4_t-1,audio_amp_std_hr_4_t-1,audio_convo_duration_hr_4_t-1,audio_convo_num_hr_4_t-1,audio_voice_hr_4_t-1,week_t-0,is_weekend_t-0,is_holiday_t-0,season_t-0,audio_amp_mean_hr_4_t-0,audio_amp_std_hr_4_t-0,audio_convo_duration_hr_4_t-0,audio_convo_num_hr_4_t-0,audio_voice_hr_4_t-0,week_mean,is_weekend_mean,is_holiday_mean,season_mean,audio_amp_mean_hr_4_mean,audio_amp_std_hr_4_mean,audio_convo_duration_hr_4_mean,audio_convo_num_hr_4_mean,audio_voice_hr_4_mean,week_std,is_weekend_std,is_holiday_std,season_std,audio_amp_mean_hr_4_std,audio_amp_std_hr_4_std,audio_convo_duration_hr_4_std,audio_convo_num_hr_4_std,audio_voice_hr_4_std,week_skew,is_weekend_skew,is_holiday_skew,season_skew,audio_amp_mean_hr_4_skew,audio_amp_std_hr_4_skew,audio_convo_duration_hr_4_skew,audio_convo_num_hr_4_skew,audio_voice_hr_4_skew,target
5.0,0.0,0.0,3.0,2357.067797,312.8570835,0.0,0.0,0.0,6.0,1.0,0.0,3.0,,,0.0,0.0,0.0,7.0,1.0,0.0,3.0,,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,,,0.0,0.0,0.0,2.0,0.0,0.0,3.0,,,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2330.878151,231.1375183,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2013.405063,476.3620362,0.0,0.0,0.0,4.125,0.25,0.0,3.0,2233.7836703333337,340.1188793333333,0.0,0.0,0.0,2.03100960115899,0.4629100498862757,0.0,0.0,191.3021754111437,124.86460739082797,0.0,0.0,0.0,-0.2238027108715141,1.4401645996461911,0.0,0.0,-1.6956020312180629,0.9356551929071983,0.0,0.0,0.0,0.0
4.0,0.0,0.0,3.0,1356.571831,231.7717607,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1640.663866,2054.716937,0.0,0.0,0.0,6.0,1.0,0.0,3.0,2865.40056,3934.146251,0.0,0.0,0.0,7.0,1.0,0.0,3.0,1490.258883,223.8718791,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1507.377095,474.8952195,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3564.632312,744.3214095,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2259.433333,1061.796842,0.0,0.0,0.0,4.0,0.0,0.0,3.0,3771.061453,555.4264018,0.0,0.0,0.0,4.0,0.25,0.0,3.0,2306.924916625,1160.118337575,0.0,0.0,0.0,2.0,0.4629100498862757,0.0,0.0,977.823318014225,1267.8248852143354,0.0,0.0,0.0,0.0,1.4401645996461911,0.0,0.0,0.6300068118638031,1.8531255678976657,0.0,0.0,0.0,-7.0
6.0,1.0,0.0,3.0,1848.974763,1281.656275,0.0,0.0,0.015772871,7.0,1.0,0.0,3.0,1476.378151,437.1745799,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3675.184874,511.1951663,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1807.559322,1120.700617,0.0,0.0,0.0,3.0,0.0,1.0,3.0,6301.152542,399.1184274,0.0,0.0,0.0,4.0,0.0,1.0,3.0,,,0.0,0.0,0.0,5.0,0.0,1.0,3.0,,,0.0,0.0,0.0,6.0,1.0,1.0,3.0,,,0.0,0.0,0.0,4.25,0.375,0.75,3.0,3021.8499303999997,749.9690131199999,0.0,0.0,0.001971608875,2.1213203435596424,0.5175491695067657,0.4629100498862757,0.0,2026.0363414712738,417.75671970645726,0.0,0.0,0.005576552021440321,-0.31426968052735443,0.6440611887195306,-1.4401645996461911,0.0,1.4253088191229226,0.6506673478437257,0.0,0.0,2.8284271247461903,0.0
6.0,1.0,0.0,4.0,756.0833333,79.91105298,0.0,0.0,0.0,7.0,1.0,0.0,4.0,,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,,0.0,0.0,0.0,2.0,0.0,0.0,4.0,,,0.0,0.0,0.0,3.0,0.0,0.0,4.0,,,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1663.088608,186.0179786,0.0,0.0,0.0,5.0,0.0,0.0,4.0,,,0.0,0.0,0.0,6.0,1.0,0.0,4.0,,,0.0,0.0,0.0,4.25,0.375,0.0,4.0,1209.58597065,132.96451579,0.0,0.0,0.0,2.1213203435596424,0.5175491695067657,0.0,0.0,641.3495803123374,75.02892663675861,0.0,0.0,0.0,-0.31426968052735443,0.6440611887195306,0.0,0.0,,,0.0,0.0,0.0,-1.0
6.0,1.0,0.0,1.0,959.1680672,200.4043665,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1217.022346,442.6093206,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1106.768802,221.688367,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1495.260504,160.6606701,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1611.440678,644.6306595,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1263.019553,166.2196741,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2106.02809,326.8403801,0.0,0.0,0.0,6.0,1.0,0.0,1.0,2113.286385,723.2369579,0.0,0.0,0.0,4.25,0.375,0.0,1.0,1483.9993031499998,360.78629947499996,0.0,0.0,0.0,2.1213203435596424,0.5175491695067657,0.0,0.0,437.05991491421196,221.28277682159364,0.0,0.0,0.0,-0.31426968052735443,0.6440611887195306,0.0,0.0,0.6020404372393494,0.857780504825351,0.0,0.0,0.0,-3.0
4.0,0.0,0.0,1.0,1802.518414,210.6572618,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1701.95493,136.2380195,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1710.250704,139.9194405,0.0,0.0,0.0,7.0,1.0,0.0,1.0,1575.913165,137.0775845,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1878.522472,187.1856227,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2443.358543,175.4576418,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2496.831461,190.2400604,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1630.150418,118.6888195,0.0,0.0,0.0,4.0,0.25,0.0,1.0,1904.937513375,161.93305633749998,0.0,0.0,0.0,2.0,0.4629100498862757,0.0,0.0,361.4045871342235,33.01219232996738,0.0,0.0,0.0,0.0,1.4401645996461911,0.0,0.0,1.1711898560096805,0.1751138286322969,0.0,0.0,0.0,0.0
5.0,0.0,0.0,1.0,14648.91602,618.8998069,3600.0,1.0,1.0,6.0,1.0,0.0,1.0,11173.95732,292.6620325,1642.0,2.0,1.0,7.0,1.0,0.0,1.0,1189.845938,271.1125048,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1475.904494,432.1124774,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2386.960784,1087.98932,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1606.408964,961.8918134,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1671.975,1274.785915,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1638.674157,754.795415,0.0,0.0,0.0,4.125,0.25,0.0,1.25,4474.0803346249995,711.781160625,655.25,0.375,0.25,2.03100960115899,0.4629100498862757,0.0,0.4629100498862757,5300.428775024737,374.0900814688546,1321.3274440068647,0.7440238091428449,0.4629100498862757,-0.2238027108715141,1.4401645996461911,0.0,1.4401645996461911,1.553188525147152,0.23852680956130787,2.048362639924293,1.9510301759000723,1.4401645996461911,0.0
5.0,0.0,0.0,2.0,1380.189076,1917.142024,0.0,0.0,0.004201681,6.0,1.0,0.0,2.0,2074.281879,3463.050288,0.0,0.0,0.003355705,7.0,1.0,0.0,2.0,1072.160112,314.5721094,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3864.59944,4557.491822,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2216.019553,1697.51788,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1947.831461,1039.617783,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1923.84874,458.889934,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2671.368715,1450.400686,0.0,0.0,0.0,4.125,0.25,0.0,2.0,2143.787372,1862.3353158,0.0,0.0,0.0009446732499999999,2.03100960115899,0.4629100498862757,0.0,0.0,850.867104892448,1467.1697602785723,0.0,0.0,0.0017637467780131145,-0.2238027108715141,1.4401645996461911,0.0,0.0,1.0972375585591854,0.9996974040233705,0.0,0.0,1.5104306468859485,0.0
1.0,0.0,0.0,2.0,1540.651685,637.9453298,0.0,0.0,0.0,2.0,0.0,0.0,2.0,62211.07973,17591.23879,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1918.754513,352.6169484,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2062.011236,616.0904646,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2557.428571,712.6463945,0.0,0.0,0.0,6.0,1.0,0.0,2.0,1597.295359,158.3547975,0.0,0.0,0.0,7.0,1.0,0.0,2.0,3788.404494,1369.947907,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2488.033613,979.1454967,0.0,0.0,0.0,3.625,0.25,0.0,2.0,9770.457400125,2802.2482660625,0.0,0.0,0.0,2.2638462845343543,0.4629100498862757,0.0,0.0,21201.297024924228,5987.012421225615,0.0,0.0,0.0,0.22624995586066124,1.4401645996461911,0.0,0.0,2.8220357296566325,2.8071435815922436,0.0,0.0,0.0,0.0
4.0,0.0,0.0,2.0,2062.011236,616.0904646,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2557.428571,712.6463945,0.0,0.0,0.0,6.0,1.0,0.0,2.0,1597.295359,158.3547975,0.0,0.0,0.0,7.0,1.0,0.0,2.0,3788.404494,1369.947907,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2488.033613,979.1454967,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1041.742297,137.1984832,0.0,0.0,0.0,3.0,0.0,0.0,2.0,961.3426966,273.2132054,0.0,0.0,0.0,4.0,0.0,0.0,2.0,989.2450704,190.8638456,0.0,0.0,0.0,4.0,0.25,0.0,2.0,1935.6879171250002,554.6825743125,0.0,0.0,0.0,2.0,0.4629100498862757,0.0,0.0,992.7533479861125,449.8424452190753,0.0,0.0,0.0,0.0,1.4401645996461911,0.0,0.0,0.8263139626315195,0.8726575231615616,0.0,0.0,0.0,0.0
